Date,Feedback,tokens,Normalized_Feedback,Punctuation_Removal,Remove_stop_words,Lematization,Clean_data,Label,Numeric_Label,Compound_Score
14-Aug-24,fix service first pay improvement service go destroy thing power interruption suck,"['Fix', 'your', 'service', 'first', 'before', 'paying', '.', 'there', 'is', 'no', 'improvement', 'in', 'the', 'service', ',', 'you', 'are', 'going', 'to', 'destroy', 'things', 'because', 'of', 'that', 'power', 'interruption', ',', 'it', 'sucks', '!']","['fix', 'your', 'service', 'first', 'before', 'paying', '.', 'there', 'is', 'no', 'improvement', 'in', 'the', 'service', ',', 'you', 'are', 'going', 'to', 'destroy', 'things', 'because', 'of', 'that', 'power', 'interruption', ',', 'it', 'sucks', '!']",fix your service first before paying  there is no improvement in the service  you are going to destroy things because of that power interruption  it sucks ,fix service first paying improvement service going destroy things power interruption sucks,fix service first pay improvement service go destroy thing power interruption suck,fix service first pay improvement service go destroy thing power interruption suck,Negative,1,-0.743
15-Aug-24,iselco bad play electricity,"['Iselco', 'is', 'so', 'bad', ',', 'you', 'are', 'playing', 'with', 'the', 'electricity']","['iselco', 'is', 'so', 'bad', ',', 'you', 'are', 'playing', 'with', 'the', 'electricity']",iselco is so bad  you are playing with the electricity,iselco bad playing electricity,iselco bad play electricity,iselco bad play electricity,Negative,1,-0.2732
16-Aug-24,pay enough service not good enough,"['Paying', 'enough', 'but', 'service', 'is', 'not', 'good', 'enough']","['paying', 'enough', 'but', 'service', 'is', 'not', 'good', 'enough']",paying enough but service is not good enough,paying enough service not good enough,pay enough service not good enough,pay enough service not good enough,Negative,1,-0.4226
16-Aug-24,customer service representative always attentive need,"['The', 'customer', 'service', 'representatives', 'are', 'always', 'attentive', 'to', 'my', 'needs', '.']","['the', 'customer', 'service', 'representatives', 'are', 'always', 'attentive', 'to', 'my', 'needs', '.']",the customer service representatives are always attentive to my needs ,customer service representatives always attentive needs,customer service representative always attentive need,customer service representative always attentive need,Positive,0,0
16-Aug-24,lack communication regard schedule maintenance concern,"['The', 'lack', 'of', 'communication', 'regarding', 'scheduled', 'maintenance', 'is', 'concerning', '.']","['the', 'lack', 'of', 'communication', 'regarding', 'scheduled', 'maintenance', 'is', 'concerning', '.']",the lack of communication regarding scheduled maintenance is concerning ,lack communication regarding scheduled maintenance concerning,lack communication regard schedule maintenance concern,lack communication regard schedule maintenance concern,Negative,1,-0.3182
16-Aug-24,iselco many people affected especially work due power interruption,"['Iselco', ',', 'many', 'people', 'are', 'affected', 'especially', 'our', 'work', 'due', 'to', 'power', 'interruption']","['iselco', ',', 'many', 'people', 'are', 'affected', 'especially', 'our', 'work', 'due', 'to', 'power', 'interruption']",iselco  many people are affected especially our work due to power interruption,iselco many people affected especially work due power interruption,iselco many people affected especially work due power interruption,iselco many people affected especially work due power interruption,Negative,1,-0.4767
16-Aug-24,thanks iselco information hope fix soon,"['Thanks', 'Iselco', 'for', 'the', 'information', '.', 'I', 'hope', 'it', 'will', 'be', 'fixed', 'soon']","['thanks', 'iselco', 'for', 'the', 'information', '.', 'i', 'hope', 'it', 'will', 'be', 'fixed', 'soon']",thanks iselco for the information  i hope it will be fixed soon,thanks iselco information hope fixed soon,thanks iselco information hope fix soon,thanks iselco information hope fix soon,Positive,0,0.7003
16-Aug-24,power return immediately congratulation,"['The', 'power', 'returned', 'immediately', '.', 'Congratulations']","['the', 'power', 'returned', 'immediately', '.', 'congratulations']",the power returned immediately  congratulations,power returned immediately congratulations,power return immediately congratulation,power return immediately congratulation,Positive,0,0.5994
18-Aug-24,fix service charge terrible,"['Fix', 'your', 'service', '.', 'When', 'you', 'charge', ',', 'it', 'is', 'terrible']","['fix', 'your', 'service', '.', 'when', 'you', 'charge', ',', 'it', 'is', 'terrible']",fix your service  when you charge  it is terrible,fix service charge terrible,fix service charge terrible,fix service charge terrible,Negative,1,-0.4767
18-Aug-24,else expect rotten service,"['What', 'else', 'can', 'we', 'expect', 'from', 'your', 'rotten', 'service', '?']","['what', 'else', 'can', 'we', 'expect', 'from', 'your', 'rotten', 'service', '?']",what else can we expect from your rotten service ,else expect rotten service,else expect rotten service,else expect rotten service,Negative,1,-0.5106
19-Aug-24,finish reading brownout right away,"['You', 'just', 'finished', 'reading', 'brownout', 'right', 'away']","['you', 'just', 'finished', 'reading', 'brownout', 'right', 'away']",you just finished reading brownout right away,finished reading brownout right away,finish reading brownout right away,finish reading brownout right away,Negative,1,0
19-Aug-24,even eye darken iselco,"['Even', 'my', 'eyes', 'are', 'darkening', 'for', 'you', 'iselco']","['even', 'my', 'eyes', 'are', 'darkening', 'for', 'you', 'iselco']",even my eyes are darkening for you iselco,even eyes darkening iselco,even eye darken iselco,even eye darken iselco,Negative,1,0
20-Aug-24,update might surprised suddenly brownout,"['No', 'update', ',', 'I', 'might', 'be', 'surprised', 'that', 'it', 'is', 'suddenly', 'brownout', 'again']","['no', 'update', ',', 'i', 'might', 'be', 'surprised', 'that', 'it', 'is', 'suddenly', 'brownout', 'again']",no update  i might be surprised that it is suddenly brownout again,update might surprised suddenly brownout,update might surprised suddenly brownout,update might surprised suddenly brownout,Negative,1,0.2263
20-Aug-24,still feel like raise bill good service good always brownout,"['You', 'still', 'feel', 'like', 'raising', 'the', 'bill', ',', 'it', 'is', 'good', 'if', 'your', 'service', 'is', 'good', '.', 'It', 'is', 'always', 'brownout', 'here', '.']","['you', 'still', 'feel', 'like', 'raising', 'the', 'bill', ',', 'it', 'is', 'good', 'if', 'your', 'service', 'is', 'good', '.', 'it', 'is', 'always', 'brownout', 'here', '.']",you still feel like raising the bill  it is good if your service is good  it is always brownout here ,still feel like raising bill good service good always brownout,still feel like raise bill good service good always brownout,still feel like raise bill good service good always brownout,Negative,1,0.8074
20-Aug-24,bill really increase supply dead appliance still destroyed,"['the', 'bill', 'will', 'really', 'increase', 'now', 'because', 'their', 'supply', 'is', 'dead', ',', 'appliances', 'are', 'still', 'being', 'destroyed']","['the', 'bill', 'will', 'really', 'increase', 'now', 'because', 'their', 'supply', 'is', 'dead', ',', 'appliances', 'are', 'still', 'being', 'destroyed']",the bill will really increase now because their supply is dead  appliances are still being destroyed,bill really increase supply dead appliances still destroyed,bill really increase supply dead appliance still destroyed,bill really increase supply dead appliance still destroyed,Negative,1,-0.7328
20-Aug-24,bill keep go,"['The', 'bill', 'keeps', 'going', 'up', 'and', 'up']","['the', 'bill', 'keeps', 'going', 'up', 'and', 'up']",the bill keeps going up and up,bill keeps going,bill keep go,bill keep go,Negative,1,0
20-Aug-24,charge high service rotten,"['The', 'charge', 'is', 'high', ',', 'your', 'service', 'is', 'rotten']","['the', 'charge', 'is', 'high', ',', 'your', 'service', 'is', 'rotten']",the charge is high  your service is rotten,charge high service rotten,charge high service rotten,charge high service rotten,Negative,1,-0.5106
20-Aug-24,service not change like brownout poor kid annoy,"['their', 'service', 'has', 'not', 'changed', 'like', 'now', 'it', 'is', 'brownout', 'again', '!', 'poor', 'kids', ',', 'it', 'is', 'annoying']","['their', 'service', 'has', 'not', 'changed', 'like', 'now', 'it', 'is', 'brownout', 'again', '!', 'poor', 'kids', ',', 'it', 'is', 'annoying']",their service has not changed like now it is brownout again  poor kids  it is annoying,service not changed like brownout poor kids annoying,service not change like brownout poor kid annoy,service not change like brownout poor kid annoy,Negative,1,-0.797
20-Aug-24,nothing do raise charge hidden former manager chase,"['Nothing', 'was', 'done', 'but', 'to', 'raise', 'the', 'charge', '.', 'The', 'hidden', 'former', 'manager', 'should', 'be', 'chased']","['nothing', 'was', 'done', 'but', 'to', 'raise', 'the', 'charge', '.', 'the', 'hidden', 'former', 'manager', 'should', 'be', 'chased']",nothing was done but to raise the charge  the hidden former manager should be chased,nothing done raise charge hidden former manager chased,nothing do raise charge hidden former manager chase,nothing do raise charge hidden former manager chase,Negative,1,0
20-Aug-24,know lot iselco service sloppy even manage get bill high little wind little mist brownout immediately,"['I', 'know', 'a', 'lot', 'ISELCO', ',', 'your', 'service', 'is', 'sloppy', ',', 'you', 'even', 'managed', 'to', 'get', 'the', 'bill', 'high', ',', 'a', 'little', 'wind', ',', 'a', 'little', 'mist', 'brownout', 'immediately']","['i', 'know', 'a', 'lot', 'iselco', ',', 'your', 'service', 'is', 'sloppy', ',', 'you', 'even', 'managed', 'to', 'get', 'the', 'bill', 'high', ',', 'a', 'little', 'wind', ',', 'a', 'little', 'mist', 'brownout', 'immediately']",i know a lot iselco  your service is sloppy  you even managed to get the bill high  a little wind  a little mist brownout immediately,know lot iselco service sloppy even managed get bill high little wind little mist brownout immediately,know lot iselco service sloppy even manage get bill high little wind little mist brownout immediately,know lot iselco service sloppy even manage get bill high little wind little mist brownout immediately,Negative,1,0
20-Aug-24,bill always go fix electricity supply u consumer always dead,"['Bill', 'is', 'always', 'going', 'up', ',', 'fix', 'the', 'electricity', 'supply', 'for', 'us', 'consumers', ',', 'it', 'is', 'always', 'dead']","['bill', 'is', 'always', 'going', 'up', ',', 'fix', 'the', 'electricity', 'supply', 'for', 'us', 'consumers', ',', 'it', 'is', 'always', 'dead']",bill is always going up  fix the electricity supply for us consumers  it is always dead,bill always going fix electricity supply us consumers always dead,bill always go fix electricity supply u consumer always dead,bill always go fix electricity supply u consumer always dead,Negative,1,-0.6486
20-Aug-24,iselco not ashamed really shame,"['Iselco', 'are', 'you', 'not', 'ashamed', 'or', 'you', 'really', 'have', 'no', 'shame', '?']","['iselco', 'are', 'you', 'not', 'ashamed', 'or', 'you', 'really', 'have', 'no', 'shame', '?']",iselco are you not ashamed or you really have no shame ,iselco not ashamed really shame,iselco not ashamed really shame,iselco not ashamed really shame,Negative,1,0.6514
20-Aug-24,go turn electricity,"['It', 'will', 'go', 'up', 'but', 'turn', 'the', 'electricity', 'out']","['it', 'will', 'go', 'up', 'but', 'turn', 'the', 'electricity', 'out']",it will go up but turn the electricity out,go turn electricity,go turn electricity,go turn electricity,Negative,1,0
21-Aug-24,thank iselco nothing worry bill hope consumption low,"['Thank', 'you', 'Iselco', ',', 'nothing', 'to', 'worry', 'about', 'the', 'bill', ',', 'I', 'hope', 'the', 'consumption', 'will', 'be', 'lower']","['thank', 'you', 'iselco', ',', 'nothing', 'to', 'worry', 'about', 'the', 'bill', ',', 'i', 'hope', 'the', 'consumption', 'will', 'be', 'lower']",thank you iselco  nothing to worry about the bill  i hope the consumption will be lower,thank iselco nothing worry bill hope consumption lower,thank iselco nothing worry bill hope consumption low,thank iselco nothing worry bill hope consumption low,Positive,0,0.1027
22-Aug-24,iselco decade improvement,"['ISELCO', 'over', 'the', 'decade', 'there', 'is', 'no', 'improvement']","['iselco', 'over', 'the', 'decade', 'there', 'is', 'no', 'improvement']",iselco over the decade there is no improvement,iselco decade improvement,iselco decade improvement,iselco decade improvement,Negative,1,0.4588
22-Aug-24,problem iselco always brownout every night poor child hot,"['Our', 'problem', 'with', 'iselco', 'is', 'always', 'brownout', 'every', 'night', ',', 'poor', 'children', ',', 'it', 'is', 'too', 'hot', '.']","['our', 'problem', 'with', 'iselco', 'is', 'always', 'brownout', 'every', 'night', ',', 'poor', 'children', ',', 'it', 'is', 'too', 'hot', '.']",our problem with iselco is always brownout every night  poor children  it is too hot ,problem iselco always brownout every night poor children hot,problem iselco always brownout every night poor child hot,problem iselco always brownout every night poor child hot,Negative,1,-0.7003
